Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZGJlYzc0Y2QtMGFmOS00YTIyLThlMzMtNjUxOTEyZWMxYTk0In0.Vr4RP6fjRpwV6NAxjT_Bibxe1WyV8A_pixEMgefAqqM&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNzlkMTg3OGYtZmEzMi00ZGZjLWJkNzYtODRlYWYzMDFmMjRjIn0.sEpRqA-Qzk97gFMNVTqInM8x71I_CXJAF2P4qUIzM4I&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiODY0NDYwMDctZDdhOC00ZmJkLWI4NWEtODc5MGVkNDJmNzcxIn0.FhZW6IbJcLacIwajsA9DOSA6DZZ3TP3lhFOQ2Syu970&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiODY0NDYwMDctZDdhOC00ZmJkLWI4NWEtODc5MGVkNDJmNzcxIn0.FhZW6IbJcLacIwajsA9DOSA6DZZ3TP3lhFOQ2Syu970&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiYjk0OTZmMzYtYzliMC00OWE0LTg4YWMtY2M3NWZkMzI2MWY2In0.WF9enDB4pHqTOFEJO8R1BQPpWFcMArpuTmBFww4eBG8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiYzM2OGM2YTgtNTEyMy00NGRjLWE2YWUtOGMyODI3NmNjMDgyIn0.ZSu3qv4V3FBWKZTh5v_kPxkCh_un_HftNlyRGHz8DB4&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiYzM2OGM2YTgtNTEyMy00NGRjLWE2YWUtOGMyODI3NmNjMDgyIn0.ZSu3qv4V3FBWKZTh5v_kPxkCh_un_HftNlyRGHz8DB4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMTY4MDU0NjgtNGI1Ni00ODI5LWJkOGMtOTMxOWZjOTk4M2M1In0.QFCI0PBt7Ecb4MKaTjhoTB5Im7DASfN23DlrQwDttrQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMTY4MDU0NjgtNGI1Ni00ODI5LWJkOGMtOTMxOWZjOTk4M2M1In0.QFCI0PBt7Ecb4MKaTjhoTB5Im7DASfN23DlrQwDttrQ&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiM2Q5NGZmYjUtOWZhOC00YzhlLTg1ZTUtN2E2NTc2YjU5OTVlIn0.ZyoCyJZhtfUcucJngmXcCLGQ_HQsbFUiQEjYC5glav0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMDMxZTA4ZjYtMzgxMC00OWUwLTg1YTAtZWFiNGUxMWEyZWE3In0.wiNHOWB2nN_ZHzA6pmU4AB33nm6NAJjCSXoqo6xioOE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMzhjMWQ3N2YtOGViOC00NzlhLTk2MTUtNDRhYTY4MjI5MDg2In0.DXLI0VTxY45fJqaD95ExtnVsmR20GX2uZ_MJ-SaKOJc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiNmRmODM3OTgtMWIxYy00N2EyLWIxYTktOGUyMDY5NjQ3MWZmIn0.Zy-7J8igZ7l8RaqCMPHFIhROD_wFVWgrj8E1tUBO9aM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMmUwNTIyYTctNGM1MS00ZDUwLThmMjctYzcxMmU5YjU0ODgzIn0.GdZJuKHphv1-X6pB8K6UwJwCVf1YWfiuqg636_S_RSM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "PUT /message/edit/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNDMyYTFkMjgtZDdiYi00NTkzLThmMzctZWM2YTNjMmM3YjVhIn0.dwhnF4vEqUxiyFa5T5hypTf5UzdOmKb_wFVrnq4kuZ8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiZDBlMjI3MDctMzQwNy00YzRlLWFiZWYtZWY5N2RiYjNiMmNhIn0.5Nmbi4TZaiWe8rGuIptASYs4pqCzhIqGvQfKhXWUTTI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjoiNjkwZDNiNmYtYWY0ZC00ODVlLWE1YmItYTE1ZWQ0NzQ1ODI5In0.ZGgwBOyhgRyFzD5HQKZXgykFOSvAor4gDgKB882O8GE&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNDMyYTFkMjgtZDdiYi00NTkzLThmMzctZWM2YTNjMmM3YjVhIn0.dwhnF4vEqUxiyFa5T5hypTf5UzdOmKb_wFVrnq4kuZ8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:45] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNmI3M2Y3M2YtMTdkYy00MmQxLThkODYtY2Y1YThmNzZmYTMzIn0.XZRHpWdQjS8iOYrvZvXZL2nBnwpd_-NLG2hGKeoSjV4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMWYxYjZlZmItMTIwOS00NTUzLWIzYjAtNTNmYjcwMGM4YTM0In0.1YiGjKtdM5Nq2nW_nLWwsmWOjMPmVkYkE80-OkaxJhg&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjoiMmY0OGY0NDgtMzJkYy00MGQxLTlmOWEtMjU5ZDZjMjI4NDdlIn0.iJaDOne7gh_d0vwM8npRg2Op1WoL49t7CAEUPBlPaMY&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNmI3M2Y3M2YtMTdkYy00MmQxLThkODYtY2Y1YThmNzZmYTMzIn0.XZRHpWdQjS8iOYrvZvXZL2nBnwpd_-NLG2hGKeoSjV4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /message/sendlater/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:47] "POST /message/sendlaterdm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiYzkxNWI2ZTEtNWY2MS00OTg3LWFlMDQtNzA3YzE2YjM4NTQzIn0.sJpxjJ8UF7UwaCk1X0GsXsOUgvfPzt83jzb-F1ea3C4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiYzkxNWI2ZTEtNWY2MS00OTg3LWFlMDQtNzA3YzE2YjM4NTQzIn0.sJpxjJ8UF7UwaCk1X0GsXsOUgvfPzt83jzb-F1ea3C4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNTEyOGI4MmUtZGJiYi00NWE4LWI2ODgtNzY0Y2UyMDQzZjQ2In0.WeaOXLH9OXfix_kZKIDRWDLbFAFbcom3YrFTTuzZ0lI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiZmE1NWU1OTItNWIyOS00MDQ1LTgwZjctNmNmMDEzY2Q5ODJmIn0.Tq53_0LIxEOSBZsjr20bWCdY5JDQGiYlD0nhkIwWdCM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNTEyOGI4MmUtZGJiYi00NWE4LWI2ODgtNzY0Y2UyMDQzZjQ2In0.WeaOXLH9OXfix_kZKIDRWDLbFAFbcom3YrFTTuzZ0lI&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNTEyOGI4MmUtZGJiYi00NWE4LWI2ODgtNzY0Y2UyMDQzZjQ2In0.WeaOXLH9OXfix_kZKIDRWDLbFAFbcom3YrFTTuzZ0lI&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2EyOWZlYTItYmQ2OS00MDUzLWJkYTAtOThkODliYmNiNTMxIn0.EUPTeOKZQDktaIy8MKQ8uB0zRLUWxKoa3-ZAb2tENEU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiOTViZTJjNTctMzRlNy00ODYxLWEyYWMtODVjOWE2MmRmMGE5In0.-5Yrpo1WI-d2T7e7OZEbSk296mPHBzPqKxH3mXubegE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiOTViZTJjNTctMzRlNy00ODYxLWEyYWMtODVjOWE2MmRmMGE5In0.-5Yrpo1WI-d2T7e7OZEbSk296mPHBzPqKxH3mXubegE&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiYWUyNDc1YzQtZTllNi00OTg4LTkzODEtY2ZiM2Q0YTcyYTkwIn0.wjGbj38vkIlnFD0lpwe-ClzpbO-h_8iU1Yp8eZogmd8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMjYxNzJlYjItM2M3ZC00ODE2LWEwMzQtM2NmZmMwYzYzYmE4In0.WOGHBmx3Oi8oi1SAd8yuozmfDm9a--6IMrrpuOB7IRI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZGU3MDVlMjUtM2M5Mi00NTQ0LWJmOTQtOGUyYzE3ZmU4NTFkIn0.UbR0ImCGvNtC0b_d0dTL9brEyS9uggTlwJLrCs0phEE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiODczNmM3YmMtNmJiNi00NDk3LTk4Y2QtZjFkNDg3ZWQ5ZGQxIn0.Y42SxMLgjFFRkpCgUGsl3yBOitQzyy7UKgD_3b60txs&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/pin/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiODRhMTk5NTUtMDgyNi00ZjVkLTgwY2YtZWE5MTIxNzk1NjViIn0.bv9NESTxXSKyBp6ges7EhIep8WeMXLT1WFHlONeGGKk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiM2RiNzBjZjItOTQ2MS00YTdhLWJiYjItM2JhNjZiMGJhOGQzIn0.lwJSQ0iWnAkGAAGBEuRFCBgGCEgjBMx0OfjgZlyK5NE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiM2RiNzBjZjItOTQ2MS00YTdhLWJiYjItM2JhNjZiMGJhOGQzIn0.lwJSQ0iWnAkGAAGBEuRFCBgGCEgjBMx0OfjgZlyK5NE&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:49] "POST /message/senddm/v1 HTTP/1.1" 200 -
